,Name,category,country,num_episodes,aired,watchers,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url,sid,num_reviews
4114,star's lover,Drama,South Korea,20.0,2009,1551,7.3,494,"Yoo Ji Tae,Choi Ji Woo,Kim Ji Suk,Yoon Joo Sang,Yang Hee Kyung,Kim Ji Young",Romance ," Smart Male Lead,Rich Woman/Poor Man,Ex-girlfriend Comes Back,Obsession,Celebrity  ","Lee Ma Ri is a top star in Korea and throughout Asia. The head of her management agency, Seo Tae Suk, hires a ghostwriter to help transform Ma Ri's image. Poverty-stricken university lecturer Kim Chul Soo takes the job in order to earn money to repay his ex-girlfriend, who paid for his college tuition. Whilst they are in Japan he falls in love with Ma Ri. 
However, when the travel essay book ""Lovers in Asuka,"" written by Chul Soo on Ma Ri's behalf, becomes a bestseller, Ma Ri gets caught up in the controversy generated by the ghostwriting. The two lovers try to continue their relationship away from media attention, but obstacles abound: eligible young executive Jung Woo Jin, who pursues Ma Ri; Ma Ri's first love Kang Woo Jin, who suddenly vanished from her life; Chul Soo's ex-girlfriend Choi Eun Young; and the manipulative Seo Tae Suk, who seeks to control everything in Ma Ri's life.",https://i.mydramalist.com/92wrOc.jpg?v=1,715.0,310.0
4115,win jaime's heart,Drama,Philippines,6.0,2021,2192,7.3,1055,"Allison Asistio,Matthew Francisco,Gio Emprese,Ramona Vega","Romance,Drama "," Gay Romance,Influencer,Steamy Kiss,LGBTQ+,Miniseries,Web Series,Gay Character  ",A young vlogger goes to the extent of finding a guy for his broken-hearted friend to boost his channel only to find himself entangled in a web of romance he never dreamed of.,https://i.mydramalist.com/dBYnD_4c.jpg?v=1,38124.0,314.0
4116,invisible life,Drama,China,42.0,2021,1655,7.3,389,"Chen Du Ling,Hawick Lau,Huang Shuo Wen,Guo Dong Hai,Deng Sha,Li Qiang","Romance,Life,Drama,Family "," Office Romance,Marriage,Secret Relationship,Strong Female Lead  ","In order to avoid her mother meddling in her love life, Ye Xiao Bai joins a business project that strict boss Guan Yi He is running. The two end up falling in love and having a secret relationship because their workplace doesn't allow romance between colleagues. They end up marrying and establishing a family in secret, and Xiao Bai thinks life is going well, but the pressure of keeping their relationship a secret puts a strain on their family. Other problems arise both personally and professionally, opening Xiao Bai's eyes to the issues women face in the workplace and the struggle to balance work and family. The naive girl learns to be stronger, advancing at work and protecting her family and marriage.",https://i.mydramalist.com/Ryk3R_4c.jpg?v=1,26155.0,251.0
4117,glass mask,Drama,South Korea,122.0,2013,1580,7.2,417,"Seo Woo,Park Jin Woo,Lee Ji Hoon,Kim Yun Seo,Lee Jong Goo,Jeon Jin Ki","Drama,Family,Melodrama "," Selfless Female Lead,Hatred,Psychological,Repentance,Liar Female Lead,Greed,Betrayal,Transformation,Misunderstanding,Lying  ","The series follows Kang Yi Kyung, a woman whose father is a murderer. She must deal with tough times and also plot her revenge. To fulfill her revenge, she assumes another woman identity and comeback as Seo Jung Ha.",https://i.mydramalist.com/aemgQc.jpg?v=1,4871.0,245.0
4118,you are my destiny,Drama,South Korea,178.0,2009,2326,7.2,892,"Lee Ji Hoon,Im Yoon Ah,Park Jae Jung,Gong Hyun Joo,Kim Jung Nan,Lee Pil Mo","Romance,Family ",  ,"Jang Sae Byuk is a girl who tries to find a new meaning in life after she receives an eye cornea transplant from the doctor that took care of her after her accident. That doctor, Kim Na Young, died in a car accident on her way back from Africa. Sae Byuk becomes close with the Na Young's family after finding them. The family slowly accepts her as part of the family. Kang Ho Se and Kim Tae Poong, Na Young's twin brother, have disliked each other since they were young kids. This is mostly Tae Poong hates Ho Se because Ho Se's family was rich and because Tae Poong's father was Ho Se's father's driver and his mother was the maid.",https://i.mydramalist.com/jWZxrc.jpg?v=1,448.0,333.0
4119,sweet relationship,Drama,Taiwan,32.0,2008,1094,7.2,483,"Vic Zhou,Alan Ko,Patty Hou,Megan Lai,Gu Xuan Chun,Matt Wu","Food,Romance "," Chef,Female Chases Male First,Riches To Rags,Unrequited Love  ","The story revolves around two polar opposites who wouldn't have met if it hadn't been for luck. Chang Bai Hui (Patty Hou) is a simple girl with extraordinary taste when it comes to food and dining. Fang Zi Tian (Vic Chou) is a world renowned Chef who could have easily made headlines if he cared about it. By stroke of fate, their paths cross several times.",https://i.mydramalist.com/wjOp8c.jpg?v=1,2086.0,214.0
4120,black knight: the man who guards me,Drama,South Korea,20.0,2018,11422,7.2,4230,"Kim Rae Won,Shin Se Kyung,Seo Ji Hye,Jang Mi Hee ,Kim Hyun Joon,Hwang Jung Min","Romance,Drama,Fantasy,Melodrama "," Predjama Castle,Sworn Enemy,Historical Fiction,Reincarnated Lovers,Seaside,Healing,Immortality,Special Power,Immortal,Enemies To Lovers  ","Black Knight is a love story between a woman who is waiting for the love of her life and a man who is willing to do anything to protect his love. The story spans over two hundred years. Moon Soo Ho is a businessman with a pure heart, but he never shows his true colors to anyone except for Jung Hae Ra, a travel agent who has never traveled abroad. Soo Ho and Hae Ra grew up like siblings in Hae Ra's house, but they got separated later. They meet each other after they grow up and love approaches them as if it were fate. Will their love survive despite all the faltering events?",https://i.mydramalist.com/nvz0Ec.jpg?v=1,18891.0,2132.0
4121,true ending,Drama,South Korea,10.0,2020,2000,7.2,664,"Lee Yu Kyung,Karin,Choi Kyung Hoon,Kim Na Young,Park Bo Yeon,Kim Jong Yoon","Romance,School "," Unrequited Love,Web Series,Friendship,Realistic Portrayal,Ex-Best Friend Comes Back,Two Timelines,Regret,Tutor,Best Friends,Healing  ","The webdrama True Ending which casted Kpop girl group Elris' Yukyung and Karin is a romance drama about students growing up and the changing emotions and immature relationships they experience while trying to find their real selfs.

Yukyung undertakes the key role of Lee Jin, who was invisible in her school days and attempts to go from an  ""Out Girl"" to an ""In Girl"". In this story of Lee Jin's self-growth, we see the importance of finding our true self.

Karin as Goo Jihyeon, nicknamed Goojigooji, had an easygoing and cheerful personality but became gloomy and timid after being bullied by Yeeun.

True Ending is being published via Youtube and Vlive.",https://i.mydramalist.com/p4Kl8c.jpg?v=1,31221.0,293.0
4122,one warm word,Drama,South Korea,20.0,2014,2371,7.2,808,"Han Hye Jin,Ji Jin Hee,Kim Jee Soo,Lee Sang Woo,Han Groo,Son Hwa Ryung","Life,Drama,Family,Melodrama "," Slight Romance,Infidelity  ","The story of two married couples in danger of unraveling as the husband and wife find themselves attracted to other people. Na Eun Jin is a hardworking, positive, and bright woman who encounters feeling of disappointment because of her cheating husband and other events, which makes her find the new side of herself. Meanwhile, Yoo Jae Hak is a successful CEO, respectable father of two sons, and husband to his devoted wife. He thought he was happy in his life until he finds himself attracted to Eun Jin and then he begins to reflect on his life and conflicts between responsibility to family and his feelings for Eun Jin.",https://i.mydramalist.com/b3pP6c.jpg?v=1,7412.0,489.0
4123,bull fighting,Drama,Taiwan,17.0,2008,5117,7.3,2655,"Mike He,Hebe Tien,Lee Wei,Denny Huang,Xiu Jun Lin,Wei Ai","Comedy,Romance,School,Sports "," Rich Female Lead,Basketball,Bodyguard,Strong Female Lead,Childhood Friends,Love Triangle  ","It started as a 3-on-3 basketball competition between two rival schools; an annual event in which the winner would control the 13th Street basketball court for the following year. To everybody's surprise, the 9-year reigning champion lost this year... and it was all because of one girl. Now, this game has a new purpose.
Yi Sheng Xue, a hot-headed young girl, is an avid Bull Fighting fan. At her side is her loyal childhood friend and personal bodyguard, Jin Zi Cong. Their lives take a drastic turn when they meet Shen Ruo He, whom Sheng Xue falls deeply in love with. However, they encounter many obstacles that stand in the way of them being together.
Will love triumph over evil? And will Zi Cong be able to live with seeing the woman he loves, love another man?",https://i.mydramalist.com/jQvkwc.jpg?v=1,152.0,912.0
4124,hooray for love,Drama,South Korea,57.0,2012,1173,7.1,408,"Lee Tae Sung,Kim Ji Han,Lee Bo Young,Bae Jong Ok,Chun Ho Jin,Ahn Sang Tae","Comedy,Romance,Melodrama "," Rich Man/Poor Woman,Family,Love Triangle,Nice Ex-husband,Ex-spouse Relationship,Controlling Parent,Goofy Male Lead,Second Chance Romance,Soap Opera,Infidelity  ","Kang Jae Mi led a happy life with her parents, but by the time she was 19-years-old her father had an affair, and her parents soon divorced. Jae Mi promised her mother that she would never see her father again. Later, Jae Mi fell in love with Han Jung Soo and married. 3 years later, Jae Mi tries her best to make a happy family. She runs a restaurant with her husband and for all intents and purposes is happy. Jae Mi also believes her husband is happy. Due to her parents' divorce, Jae Mi is also firmly resolved that she will never divorce, but, it turns out, Jung Soo is having an affair with another woman. Furthermore, his mistress becomes pregnant and Jung Soo wants a divorce. On their 3rd anniversary, Jung Soo gifts airplane tickets for Guam to Jae Mi, her mother and aunt.

Byun Dong Woo is a lawyer who is supported by his mother. He has always been influenced by his mother and sister. Dong Woo always thought he wanted to be single for the rest of his life. Through a twist of fate, his sister's husband is also Jae Mi's father Kang Hyung Do, which is unknown to all parties. To make his mom feel better Dong Woo bought airplane tickets for Guam.

Both families head for Guam on vacation, unaware of the fated unions that are bound to occur. Meanwhile, while Jae Mi is away in Guam, her husband Jung-Soo carries out his plan to illegally file for divorce.",https://i.mydramalist.com/Lw8rxc.jpg?v=1,2672.0,248.0
4125,bachelor's vegetable store,Drama,South Korea,24.0,2012,5726,7.0,1985,"Ji Chang Wook,Wang Ji Hye,Kim Young Kwang,Park Soo Jin,Song Ji Hyuk,Sung Ha","Comedy,Romance,Drama,Melodrama "," Rich Woman/Poor Man,Nice Male Lead,Childhood Friends  ","Based on the true story of a young man who turned a tiny vegetable shop into a national name, Bachelor Vegetable Store centers on the love lives and successes of six single young men. Wang Ji Hye of recent smash hit Protect the Boss and Ji Chang-wook of Warrior Baek Dong-soo lead a cast of recognizable faces and rising stars (including Lee Kwang-soo from City Hunter). Han Tae Yang is a talented young man with big dreams for his tiny vegetable shop who finds himself falling in love. Tae-Yangs friend, a wealthy heir who grew up without a father, comes to work at the shop. He falls for a spoiled young heiress (Park Su Jin) and complications ensue, especially when shes drawn to Tae-Yang instead. Pop singer Ji-hyuk, model Sung Ha, and musical actor Shin Won-ho round out the quartet of good-looking bachelors who work together and deal with life, love, and career.",https://i.mydramalist.com/WPXpXc.jpg?v=1,3069.0,900.0
4126,tonhon chonlatee,Drama,Thailand,10.0,2021,17339,7.0,9677,"Pod Suphakorn Sriphothong,Khaotung Thanawat Ratanakitpaisan,Toptap Jirakit Kuariyakul,Mike Chinnarat Siriphongchawalit,Jan Ployshompoo Supasap,Ciize Apichaya Saejung","Friendship,Comedy,Romance,Drama "," Homophobia,Gay Character,Childhood Friends,LGBTQ+,Secret Crush,Unrequited Love,First Love,Jealousy,Ex-girlfriend Comes Back,Jealous Male Lead  ","Chonlatee, a shy kind hearted boy, has secretly had a crush on Tonhon, the guy next door, since he was a kid. PTon has always taken care of him as if they were real brothers. But Chonlatee can only watch PTon and his girlfriend from afar. That is until fortune favors him and PTon updates his status to single. Chonlatee then decides to change his look to win PTons heart.

Their closeness starts to change into a deeper bond.  PTon starts to get confused about his feelings. His mouth keeps saying that he doesnt think of Chonlatee that way but when Chonlatee goes out with someone else, he feels insecure. He cant help being possessive and worried about Chonlatee. And in the midst of that, his ex-girlfriend, Amp,  returns to complicate things. 

While Amp's fans have set their sights on him. How will the love of Chonlatee and P'Ton end up?",https://i.mydramalist.com/EZlKQ_4c.jpg?v=1,33413.0,1655.0
4127,can we get married?,Drama,South Korea,20.0,2013,7874,7.1,2912,"Jung So Min,Sung Joon,Hwang Jae Won,Lee Mi Sook,Han Groo,Kim Young Kwang","Romance,Life,Drama,Family "," Bickering Couple,Family Pressure,Marriage,Step Family,Secondary Couple,Steamy Kiss,Mother-Daughter Relationship,Sexual Content,Multiple Couples,Love/Hate Relationship  ","Hye Yoon is very realistic and wants to marry Jung Hoon who sincerely loves her. She wants to live an ordinary life. But she faces various difficulties as she prepares for the wedding. Once Hye Yoon's mom Deul Ja and Jung Hoon's mom Eun Kyung get involved, it turns into a family conflict. The relationship between Hye Yoon and Jung Hoon slowly falls apart, and the conflict between the families becomes irreversible. Will Hye Yoon be able to successfully march into her wedding with Jung Hoon? Nurse Hye Jin gets pregnant as she has an affair with a married doctor Do Hyun, and eventually marries him. She thought she would be happy after getting married, but her husband cheats on her like he did with her. Hye Jin ultimately decides to end her marriage, the Cinderella life and pursues divorce procedures... Can we also get married like everyone else?",https://i.mydramalist.com/9Yg5gc.jpg?v=1,5166.0,1311.0
4128,don't hesitate,Drama,South Korea,98.0,2010,1320,7.1,611,"Lee Sang Woo,Lee Tae Im,Kim Young Jae,Kim Hee Joon,Hong Yeo Jin,Bae Min Hee","Romance,Drama "," Organ Transplantation,Soap Opera,Revenge,Nice Male Lead  ","This drama tells the story of a woman who devoted her life to love and a man who had never known nor believed in love. Jang Soo Hyun was a woman who previously believed in sacrificing herself for love, even donating her liver to save her first love, Choi Min Young, but was rewarded by betrayal when her best friend, Oh Sun Ah, seduced Min Young. Since then, she had become jaded and resolved to distance herself from relationships, until she met Han Tae Woo, a man who had built a wall around his heart in fear of being hurt again. She becomes someone whom he learns to sacrifice everything for.

(DW)",https://i.mydramalist.com/aeY88c.jpg?v=1,1113.0,355.0
